Id,Year
114709,1995
113497,1995
113228,1995
114885,1995
113041,1995
113277,1995
114319,1995
112302,1995
114576,1995
113189,1995
112346,1995
112896,1995
112453,1995
113987,1995
112760,1995
112641,1995
114388,1995
113101,1995
112281,1995
113845,1995
113161,1995
112722,1995
112401,1995
114168,1995
113627,1995
114057,1995
114011,1995
114117,1995
112682,1995
115012,1995
112792,1995
114746,1995
114952,1996
112431,1995
112637,1995
112818,1995
112286,1995
113442,1995
112697,1995
112749,1995
114279,1995
112819,1995
114272,1995
113855,1995
114681,1995
113347,1995
114369,1995
114148,1995
114916,1995
114814,1995
109950,1994
113819,1995
110299,1994
112499,1995
113158,1995
113321,1995
110877,1994
112714,1995
113419,1995
116260,1996
113862,1995
116126,1996
118002,1996
115683,1996
116839,1996
114753,1995
113149,1995
113118,1995
116367,1996
113010,1995
113537,1995
113828,1995
115644,1996
115676,1996
114367,1995
113973,1995
112744,1995
116731,1996
112445,1995
114660,1995
112379,1995
114039,1996
112365,1995
118158,1996
116151,1996
115697,1996
113972,1995
113490,1995
117002,1996
114825,1995
115639,1996
115759,1996
113403,1995
113247,1995
111173,1994
113283,1995
115907,1996
115734,1996
117102,1996
118040,1996
116483,1996
112579,1995
110251,1994
117110,1996
112646,1995
113276,1995
112573,1995
75314,1976
113326,1995
115645,1996
113774,1995
112556,1995
112373,1995
115033,1995
116606,1996
114536,1995
117427,1996
103859,1992
109424,1994
114808,1995
116324,1996
110647,1994
114131,1996
112364,1995
113107,1995
113451,1995
114015,1995
114500,1995
116130,1996
113125,1995
113756,1995
113952,1995
118055,1996
115685,1996
113200,1995
112585,1995
112442,1995
112342,1995
112461,1995
112427,1995
109093,1994
112384,1995
112288,1995
112462,1995
61395,1967
112495,1995
112541,1995
109370,1995
112642,1995
112688,1995
112715,1995
112740,1995
109508,1994
112851,1995
112857,1995
112864,1995
112887,1995
113044,1995
113071,1995
113114,1995
113243,1995
113464,1995
113481,1995
113492,1995
113500,1995
113540,1995
113677,1995
113690,1995
107447,1993
113729,1995
113749,1995
113820,1995
113851,1995
110604,1995
110620,1994
113957,1995
113986,1995
114095,1995
114194,1995
114241,1995
114345,1995
114478,1995
114508,1995
114558,1995
58450,1964
114663,1995
114702,1995
114781,1995
114798,1995
114887,1995
114898,1995
114938,1995
109340,1994
112602,1995
110882,1994
112471,1995
112508,1995
112438,1995
112571,1995
112757,1995
112643,1995
112679,1995
109445,1994
112883,1994
109635,1994
112899,1995
109676,1994
112854,1995
109579,1994
109642,1995
109686,1994
111797,1994
109759,1994
109758,1994
109707,1994
113117,1995
113097,1995
113028,1995
113198,1995
113303,1995
113089,1995
109771,1994
113199,1995
113234,1995
109906,1994
110057,1994
110005,1994
110066,1995
110116,1994
110006,1995
113360,1995
110099,1994
110148,1994
113463,1995
110189,1995
110216,1994
113501,1995
113538,1995
113552,1995
76759,1977
110367,1994
113670,1995
110296,1994
109731,1994
103994,1992
110322,1994
110443,1995
110365,1994
107566,1994
110391,1994
113691,1995
110428,1994
109836,1994
113755,1995
110538,1994
110516,1994
110527,1994
113808,1995
113896,1995
113870,1995
110684,1994
110638,1994
113967,1995
117169,1993
106402,1994
113948,1995
110671,1995
110632,1994
110737,1994
110729,1994
114151,1996
114069,1995
110413,1994
114113,1995
114210,1995
110912,1994
114084,1995
105652,1992
110889,1994
110932,1994
114129,1995
110963,1994
114214,1995
114296,1995
110907,1994
111495,1994
108394,1993
111507,1994
110769,1994
114268,1995
110965,1995
114571,1995
111112,1994
111255,1994
111282,1994
111070,1994
111161,1994
111149,1994
108260,1993
106966,1993
114594,1994
111309,1994
113936,1995
110081,1994
114614,1995
114608,1995
111280,1994
114609,1995
111454,1994
114852,1995
111590,1994
114788,1995
114888,1995
108550,1993
114857,1995
114924,1995
109655,1994
110598,1994
112435,1995
109040,1994
109045,1994
106339,1994
104779,1992
109348,1994
109444,1994
109446,1994
109484,1994
109504,1994
109506,1994
109450,1994
109813,1994
109830,1994
109831,1994
113305,1995
110091,1994
110093,1994
110167,1994
110213,1994
107472,1993
110357,1994
107426,1993
111686,1994
110475,1994
110478,1994
110588,1994
110622,1994
110771,1994
110950,1994
105226,1993
110989,1994
110997,1994
111257,1994
111256,1994
111438,1994
111503,1994
111693,1994
111756,1994
112443,1995
110455,1994
111048,1994
110399,1994
109454,1994
59170,1965
110186,1994
108069,1993
111301,1994
112702,1995
113014,1995
113043,1995
113104,1995
113173,1995
113319,1995
113827,1995
114047,1996
109339,1995
110027,1994
113409,1994
109021,1994
109035,1994
106220,1993
106226,1993
109068,1994
109067,1994
106292,1993
109198,1994
109219,1994
106379,1994
106400,1993
109254,1994
109279,1994
109297,1994
109303,1994
109305,1994
109306,1994
106452,1993
106471,1993
106489,1993
109361,1994
106505,1993
106519,1993
109439,1994
109443,1994
106582,1993
106598,1993
109456,1994
109480,1994
109493,1994
106660,1993
106673,1993
106677,1993
106697,1993
109729,1994
106834,1994
106873,1993
106332,1993
109783,1994
106881,1993
106880,1994
111732,1994
106926,1993
111712,1994
106941,1993
106918,1993
106965,1993
109842,1994
106977,1993
107004,1993
109890,1994
109891,1994
109913,1994
109920,1994
107057,1993
107076,1993
107096,1993
107144,1993
113674,1995
112966,1995
107151,1993
110064,1994
110074,1994
110097,1994
110123,1994
107206,1993
107207,1993
110137,1994
108551,1993
110197,1994
107286,1993
107290,1993
107302,1993
110265,1993
107322,1993
110305,1994
107362,1993
107413,1993
110353,1994
107468,1993
107478,1993
107497,1993
107501,1993
107507,1993
107554,1993
116253,1996
74102,1976
111689,1994
107616,1993
107611,1993
107613,1993
107614,1993
107653,1993
110657,1994
110649,1994
110678,1994
110687,1994
107756,1992
107808,1993
107818,1993
107822,1993
107840,1993
107889,1993
111003,1994
110939,1994
110955,1994
107943,1993
110971,1994
107969,1993
111001,1994
107978,1993
107977,1993
107983,1993
105275,1992
108000,1993
108002,1993
108026,1993
105032,1992
108052,1993
111094,1994
108065,1993
108071,1993
111127,1994
111143,1994
108101,1993
108122,1993
111194,1994
111201,1993
108149,1993
108160,1993
108162,1993
83658,1982
108186,1993
108174,1993
108238,1993
89256,1985
108255,1993
111323,1994
111400,1994
108328,1993
111418,1994
107688,1993
108333,1993
108358,1993
111488,1994
108399,1993
108515,1993
110763,1994
107779,1994
110259,1994
107002,1993
109403,1994
104029,1993
107315,1993
106408,1994
110363,1994
107349,1993
109828,1994
110366,1994
106878,1993
109120,1994
108059,1993
110892,1994
112651,1996
107642,1993
106678,1993
112572,1995
99785,1990
99653,1990
103639,1992
103064,1991
99348,1990
96895,1989
102926,1991
29583,1937
101414,1991
32910,1940
100405,1990
110395,1994
112606,1995
117247,1996
112625,1995
106537,1993
116282,1996
116552,1996
82509,1981
116514,1996
117283,1996
116684,1996
110374,1996
70506,1974
65421,1970
113083,1995
116165,1996
102855,1991
107471,1993
112712,1995
90665,1990
113613,1995
117381,1996
115837,1996
115509,1996
112844,1995
116275,1996
113122,1996
117608,1996
113448,1995
116414,1996
116095,1996
117312,1996
113947,1996
115956,1996
117060,1996
109028,1995
117071,1996
112257,1995
116136,1996
116168,1996
54189,1960
115591,1996
116683,1996
116287,1996
116768,1996
116269,1996
113720,1995
112536,1996
48473,1955
52572,1959
117128,1996
117705,1996
62711,1968
110061,1995
108181,1994
58898,1965
82206,1981
113443,1996
109491,1994
114048,1995
111613,1995
117104,1996
117688,1996
109751,1994
114736,1996
112604,1995
116289,1996
109593,1995
112368,1995
104046,1992
62952,1968
115742,1996
117420,1996
115951,1996
117107,1996
95776,1988
115851,1996
116322,1996
109374,1994
110712,1994
112817,1995
113362,1995
73778,1975
112546,1995
117108,1996
113270,1996
115963,1996
116448,1996
116827,1996
112701,1995
113429,1995
116508,1996
117260,1996
117500,1996
116405,1996
109592,1994
115624,1996
113145,1995
116559,1996
113568,1995
117723,1996
112586,1995
112691,1995
40366,1948
115571,1996
31612,1943
57012,1964
103926,1992
113849,1995
113188,1995
42644,1950
109381,1995
109688,1994
110480,1995
108211,1993
117331,1996
116833,1996
113280,1995
116669,1996
116594,1996
113211,1995
94265,1987
70820,1973
63715,1968
114122,1995
118523,1997
116629,1996
117737,1996
116277,1996
116583,1996
115798,1996
116778,1996
116213,1996
113147,1995
117218,1996
72362,1974
116040,1996
116365,1996
116905,1996
116493,1996
117333,1996
117628,1996
115530,1996
115493,1996
116320,1996
116756,1996
116823,1996
114170,1996
108220,1993
49521,1956
104403,1992
61495,1967
116164,1996
112865,1996
112716,1995
115472,1996
116707,1996
116313,1996
117438,1996
116531,1996
117332,1996
116353,1996
115857,1996
117008,1996
116191,1996
115986,1996
116571,1996
53459,1960
113695,1995
113080,1995
115680,1996
117718,1996
116225,1996
112767,1995
115632,1996
51980,1958
100840,1990
68646,1972
109255,1994
104558,1992
116985,1996
115736,1996
115836,1996
116745,1996
119214,1997
116934,1996
109066,1994
75169,1976
113542,1996
110693,1994
106544,1993
116418,1996
112607,1995
120004,1997
116654,1996
116311,1996
115725,1996
115783,1996
120271,1998
113596,1995
94822,1988
113253,1995
117093,1996
24252,1933
1684935,2010
111019,1994
35896,1943
32904,1940
45152,1952
43278,1951
50419,1957
54698,1961
47396,1954
25316,1934
36855,1944
25164,1934
53125,1959
53604,1960
53291,1959
56923,1963
34583,1942
33870,1941
58385,1964
47437,1954
46250,1953
31580,1939
37059,1944
31381,1939
84370,1982
43014,1950
33467,1941
62622,1968
39428,1947
42192,1950
32976,1940
32484,1940
38787,1946
38109,1945
50105,1957
42451,1950
45537,1953
31725,1939
50658,1957
51658,1958
52126,1958
29843,1938
32762,1940
37008,1944
39420,1947
29162,1937
28010,1936
49261,1956
48028,1955
32599,1940
48960,1956
38650,1946
31679,1939
29947,1938
34012,1941
17350,1926
36094,1943
25586,1934
38300,1946
27893,1936
41509,1949
39152,1947
26029,1935
36241,1943
63350,1968
43265,1951
51459,1958
47162,1954
33891,1941
29855,1938
29588,1937
22879,1932
27980,1936
114007,1996
118927,1997
48491,1955
117357,1996
116329,1996
118742,1997
116442,1996
117011,1996
117039,1996
117473,1996
116635,1996
115678,1996
116830,1996
115847,1996
117603,1996
115438,1996
115994,1996
116259,1996
116421,1996
116000,1996
115862,1996
72653,1975
47977,1955
72951,1975
71607,1974
50798,1957
55277,1961
54195,1960
107131,1993
53271,1959
54357,1960
59793,1965
46672,1954
106611,1993
109127,1994
42332,1950
63819,1968
57546,1963
102798,1991
58331,1964
33563,1941
76538,1977
66817,1971
43274,1951
82406,1981
116361,1996
59742,1965
95016,1988
104692,1992
117582,1996
117589,1996
116928,1996
115640,1996
116908,1996
116409,1996
116913,1996
117400,1996
117202,1996
116404,1996
120107,1997
116722,1996
116242,1996
115600,1996
117509,1996
117665,1996
116714,1996
115491,1996
43140,1952
29546,1937
28757,1937
39286,1947
37101,1944
44863,1952
67992,1971
55018,1961
70707,1973
66808,1971
95159,1988
79470,1979
84865,1982
68334,1972
59243,1965
61418,1967
52027,1958
46912,1954
92890,1987
105236,1992
91763,1986
103772,1992
101761,1991
104036,1992
104348,1992
84707,1982
83866,1982
29992,1938
99371,1990
92099,1986
115531,1996
48545,1955
115885,1996
116859,1996
115870,1996
117040,1996
115580,1996
116378,1996
113057,1995
116581,1996
114622,1996
112907,1997
117318,1996
117320,1996
82846,1981
72081,1975
101775,1991
96754,1989
80749,1980
82340,1981
82533,1981
91288,1986
91480,1986
107274,1993
81375,1980
71853,1975
116587,1996
116245,1996
116212,1996
116886,1996
117677,1996
110173,1995
84589,1982
109781,1994
40427,1948
40723,1948
34493,1944
25799,1934
78875,1979
69198,1972
110521,1994
60304,1967
115715,1996
116059,1996
115610,1996
99028,1990
112483,1995
103850,1992
95765,1988
97108,1989
109942,1994
101700,1991
101765,1991
101811,1991
50825,1957
99703,1990
102014,1991
120121,1997
116209,1996
102426,1991
97937,1989
105107,1992
105488,1992
96257,1988
102370,1991
100332,1990
73486,1975
78446,1978
80684,1980
93779,1987
82971,1981
88846,1985
90605,1986
60196,1966
50083,1957
56172,1962
66921,1971
56592,1962
78788,1979
86190,1983
93191,1987
99685,1990
78748,1979
95250,1988
89881,1985
97202,1989
54215,1960
80455,1980
71562,1974
93058,1987
97499,1989
86879,1984
45061,1952
87843,1984
81398,1980
75686,1977
86197,1983
79944,1979
82096,1981
70735,1973
67185,1971
50976,1957
85859,1983
88247,1984
103873,1992
97441,1989
100519,1991
79522,1979
100150,1990
97165,1989
61722,1967
100263,1990
50212,1957
56801,1963
71315,1974
43456,1951
92610,1987
23969,1933
88794,1985
81505,1980
92005,1986
22100,1931
92991,1987
57115,1963
77416,1978
82269,1981
107048,1993
56218,1962
100436,1990
36613,1944
88763,1985
101921,1991
66206,1970
90967,1986
94625,1988
91203,1986
61512,1967
99334,1990
102536,1991
101640,1991
32553,1940
32455,1940
44706,1952
38355,1946
81534,1980
52618,1959
88258,1984
94006,1987
97576,1989
78841,1979
83987,1982
96332,1988
89886,1985
84503,1982
87553,1984
89606,1985
49223,1956
97351,1989
73341,1975
64115,1969
87884,1984
101458,1991
116589,1996
117550,1996
116293,1996
116953,1996
115754,1996
114093,1996
116601,1996
112537,1995
103644,1992
82010,1981
103678,1992
85159,1983
115535,1996
106262,1993
83550,1982
78767,1979
71233,1974
90655,1986
75704,1977
92632,1987
56869,1963
51418,1958
101492,1991
37549,1945
103874,1992
26138,1935
74258,1976
103919,1992
101540,1991
55824,1962
74285,1976
83722,1982
87800,1984
13442,1922
91651,1988
75005,1976
115710,1996
115495,1996
117057,1996
115751,1996
119791,1997
117731,1996
117631,1996
117666,1996
116705,1996
84116,1982
117293,1996
117372,1996
113557,1995
117477,1996
115988,1996
115433,1996
42354,1951
110171,1994
99423,1990
79945,1979
102975,1991
98382,1989
84726,1982
88170,1984
92007,1986
103776,1992
77631,1978
84021,1982
100114,1990
115471,1996
73195,1975
77766,1978
85750,1983
117119,1996
116996,1996
115906,1996
116695,1996
93822,1987
94155,1987
105435,1992
115633,1996
116621,1996
116999,1996
117691,1996
116410,1996
115641,1996
112769,1995
117571,1996
104691,1992
117038,1996
116240,1996
116477,1996
117690,1996
117091,1996
116250,1996
117364,1996
67959,1971
117028,1996
119731,1997
116640,1996
119115,1997
120550,1997
120390,1997
112362,1995
116704,1996
118708,1997
119664,1997
110425,1994
80714,1980
106535,1993
118928,1997
119644,1997
106266,1993
106387,1993
119937,1997
109949,1995
119640,1997
116790,1996
119225,1997
116754,1996
118691,1997
116565,1996
119887,1997
119141,1997
120357,1997
118548,1997
120317,1997
120434,1997
120318,1997
116922,1997
120036,1997
119008,1997
117544,1996
118750,1997
120014,1997
118762,1997
118859,1997
118702,1997
119432,1997
116743,1996
119951,1997
119572,1997
120053,1997
120152,1997
115964,1996
116041,1996
119528,1997
117422,1996
120094,1997
118972,1997
118829,1997
118663,1997
116931,1996
120389,1997
118623,1997
119013,1997
119381,1997
118615,1997
119229,1997
116762,1997
116783,1996
118541,1997
113314,1996
119859,1997
120366,1997
118586,1997
118783,1997
117050,1996
120032,1997
116295,1996
120461,1997
115886,1996
118655,1997
118771,1997
115760,1996
115927,1997
117482,1996
120383,1997
120479,1997
119109,1997
119116,1997
119809,1997
116920,1996
120190,1997
111613,1995
58985,1965
119578,1997
117615,1996
120087,1997
120394,1997
118556,1997
115744,1996
119567,1997
117359,1996
117561,1996
120373,1997
118787,1997
118880,1997
114134,1996
112951,1995
